Site Pt,Area,Northing,Easting,Pressure,Temp,Date Time,CH4 slope,H2S slope,CO2 slope,CH4 flux,H2S flux,CO2 flux
"VosburgPike06152
0_140",VP,1245981,2360280,756.8,42.4,6/15/20,0,-0.019,0.469,0,0,0.105205
"VosburgPike06152
0_141",VP,1246102,2360220,757.2,42.3,6/15/20,0,-0.038,0.428,0,0,0.096089
"VosburgPike06152
0_142",VP,1246114,2360316,759.5,42.3,6/15/20,165.601,0.017,14.655,37.29163,0.003828,3.300154
"VosburgPike06152
0_143",VP,1245789,2360396,757.5,42.3,6/15/20,-1.508,-0.006,0.564,0,0,0.126672
"VosburgPike06152
0_144",VP,1245766,2360505,758.5,42.4,6/15/20,0,-0.015,0.297,0,0,0.066772
"VosburgPike06152
0_145",VP,1245889,2360544,759.5,42.5,6/15/20,0,-0.011,0.63,0,0,0.14178
"VosburgPike06152
0_146",VP,1246127,2360477,760.3,42.5,6/15/20,0,-0.051,0.038,0,0,0.008561
"VosburgPike06152
0_147",VP,1246150,2360736,759.6,42.5,6/15/20,0,-0.034,0.043,0,0,0.009678
"VosburgPike06152
0_148",VP,1246160,2360974,759.1,42.5,6/15/20,-0.653,-0.006,0.422,0,0,0.09492
"VosburgPike06152
0_149",VP,1246218,2361247,759.2,42.3,6/15/20,-1.088,-0.02,1.702,0,0,0.383121
"VosburgPike06152
0_150",VP,1246039,2361224,756.6,42.3,6/15/20,-0.556,-0.008,1.566,0,0,0.3513
"VosburgPike06152
0_151",VP,1246021,2361071,758.1,42.1,6/15/20,-0.085,-0.015,1.844,0,0,0.414747
"VosburgPike06152
0_152",VP,1245833,2361301,758.5,41.9,6/15/20,0,-0.037,0.02,0,0,0.004504
"VosburgPike06152
0_153",VP,1245585,2361340,758.4,41.8,6/15/20,0,-0.007,0.72,0,0,0.162159
"VosburgPike06152
0_154",VP,1245439,2361288,759.9,41.7,6/15/20,0,-0.025,0.138,0,0,0.031152
"VosburgPike06152
0_155",VP,1245240,2361279,761.1,41.7,6/15/20,0,-0.034,0.335,0,0,0.075742
"VosburgPike06152
0_156",VP,1245155,2361086,762.4,41.7,6/15/20,0,-0.017,2.437,0,0,0.551932
"VosburgPike06152
0_157",VP,1245190,2360916,768.8,41.9,6/15/20,-0.09,-0.003,2.599,0,0,0.593187
"VosburgPike06152
0_158",VP,1245334,2360835,764.1,42.1,6/15/20,55.15,-0.011,8.569,12.50235,0,1.942569
"VosburgPike06152
0_159",VP,1245497,2360753,762.7,42.3,6/15/20,-1.124,-0.009,2.049,0,0,0.463358
"VosburgPike06152
0_160",VP,1245383,2361008,762.2,42.6,6/15/20,89.897,0.008,6.996,20.29654,0.001806,1.579525
"VosburgPike06152
0_161",VP,1245341,2361010,764.4,42.8,6/15/20,1.344,0.039,2.566,0.304125,0.008825,0.580644
"VosburgPike06152
0_162",VP,1245602,2361034,764.5,43.2,6/15/20,-0.385,-0.035,3.684,0,0,0.832684
"VosburgPike06152
0_163",VP,1245650,2361033,762.1,43.4,6/15/20,1183.678,0.016,15.245,266.5351,0.003603,3.432797
"VosburgPike06152
0_164",VP,1245660,2361047,761.8,43.6,6/15/20,224.453,0.012,8.547,50.48948,0.002699,1.922601
"VosburgPike06152
0_165",VP,1245713,2361046,761.8,43.8,6/15/20,591.059,0.015,6.766,132.8716,0.003372,1.521014
"VosburgPike06152
0_166",VP,1245803,2361013,761.4,44.1,6/15/20,15.806,0.028,5.576,3.548006,0.006285,1.251656
"VosburgPike06152
0_167",VP,1245834,2361006,760.4,44.2,6/15/20,31.403,0.02,4.093,7.037621,0.004482,0.917268
"VosburgPike06152
0_168",VP,1245881,2361015,760,44.4,6/15/20,3.378,0.009,2.461,0.756157,0.002015,0.550889
"VosburgPike06152
0_169",VP,1245899,2360749,759.6,44.6,6/15/20,-1.788,-0.03,1.065,0,0,0.238122
"VosburgPike06152
0_170",VP,1245773,2360702,761.6,44.7,6/15/20,-0.222,-0.011,0.141,0,0,0.031599
"VosburgPike06152
0_171",VP,1245566,2360348,761.3,44.8,6/15/20,-1.168,-0.049,0.793,0,0,0.177591
"VosburgPike06152
0_172",VP,1245409,2360388,759.2,44.8,6/15/20,-0.796,-0.089,1.013,0,0,0.226234
"VosburgPike06152
0_173",VP,1245353,2360243,760.7,44.7,6/15/20,-0.67,-0.012,0.006,0,0,0.001343
"VosburgPike06152
0_174",VP,1245449,2360190,760.7,44.7,6/15/20,-0.404,-0.017,0.301,0,0,0.067377
"VosburgPike06152
0_175",VP,1245396,2359963,760.2,44.7,6/15/20,-0.392,-0.019,1.968,0,0,0.440232
"VosburgPike06152
0_176",VP,1245510,2359937,760,44.8,6/15/20,-0.758,-0.029,0.495,0,0,0.110665
"VosburgPike06162
0_01",VP,1245300,2362238,764.3,28.4,6/16/20,203.003,-0.002,3.27,48.1236,0,0.775182
"VosburgPike06162
0_02",VP,1245235,2362220,767.8,29.2,6/16/20,0,-0.003,1.134,0,0,0.269341
"VosburgPike06162
0_03",VP,1245279,2362291,764.3,30.3,6/16/20,-0.136,-0.008,1.122,0,0,0.264314
"VosburgPike06162
0_04",VP,1245256,2362080,763.2,30.9,6/16/20,-1.517,-0.002,0.355,0,0,0.083344
"VosburgPike06162
0_05",VP,1245284,2362020,761.9,31.1,6/16/20,-1.335,-0.011,0.445,0,0,0.104227
"VosburgPike06162
0_06",VP,1245368,2362018,761.2,31.3,6/16/20,-0.456,-0.009,0.311,0,0,0.072727
"VosburgPike06162
0_07",VP,1245463,2362048,761,31.6,6/16/20,-0.934,0,0.414,0,0,0.096692
"VosburgPike06162
0_08",VP,1245555,2362038,760.1,31.9,6/16/20,-0.118,-0.003,1.816,0,0,0.42322
"VosburgPike06162
0_09",VP,1245598,2362020,759.7,32.2,6/16/20,-1.816,-0.002,5.699,0,0,1.326154
"VosburgPike06162
0_10",VP,1245598,2361992,759.5,32.7,6/16/20,22.525,0.004,24.203,5.231608,0.000929,5.621337
"VosburgPike06162
0_11",VP,1245460,2361847,759.1,33.2,6/16/20,-0.561,0,0.439,0,0,0.101741
"VosburgPike06162
0_12",VP,1245687,2361806,759.1,34.6,6/16/20,0,-0.004,0.757,0,0,0.174642
"VosburgPike06162
0_13",VP,1245888,2361785,756.8,35.2,6/16/20,0,-0.002,1.354,0,0,0.310819
"VosburgPike06162
0_14",VP,1245937,2361833,756.9,35.7,6/16/20,-0.627,-0.006,1.114,0,0,0.255345
"VosburgPike06162
0_15",VP,1246001,2361842,757.3,36.1,6/16/20,44.92,0.012,5.867,10.28843,0.002748,1.343772
"VosburgPike06162
0_16",VP,1246013,2361776,756.8,36.4,6/16/20,-1.369,-0.005,1.041,0,0,0.238041
"VosburgPike06162
0_17",VP,1246079,2361844,756.4,36.7,6/16/20,0,-0.005,0.425,0,0,0.097038
"VosburgPike06162
0_18",VP,1246025,2361898,756.9,37,6/16/20,-1.925,-0.006,1.577,0,0,0.359956
"VosburgPike06162
0_19",VP,1245943,2361879,757.7,37.2,6/16/20,11.289,0.007,4.802,2.577817,0.001598,1.096526
"VosburgPike06162
0_20",VP,1245888,2361960,758.1,37.3,6/16/20,11.307,0.001,3.544,2.582458,0.000228,0.809431
"VosburgPike06162
0_21",VP,1245862,2361977,759.2,37.4,6/16/20,1368.402,0.001,15.172,312.8884,0.000229,3.469114
"VosburgPike06162
0_22",VP,1245680,2362034,759.2,37.5,6/16/20,7.303,0.006,15.416,1.669311,0.001371,3.523771
"VosburgPike06162
0_23",VP,1245677,2362056,760.1,37.6,6/16/20,3.069,0.004,4.591,0.702114,0.000915,1.050311
"VosburgPike06162
0_24",VP,1245707,2362071,760.5,37.7,6/16/20,4.009,0.01,1.749,0.917351,0.002288,0.400211
"VosburgPike06162
0_25",VP,1245741,2362032,760.3,37.8,6/16/20,73.742,0.016,14.188,16.86399,0.003659,3.244641
"VosburgPike06162
0_26",VP,1245758,2362016,760.3,37.9,6/16/20,17.204,0.008,2.844,3.933103,0.001829,0.650183
"VosburgPike06162
0_27",VP,1245786,2362028,759.6,38,6/16/20,1.967,0.009,2.546,0.449129,0.002055,0.581333
"VosburgPike06162
0_28",VP,1245844,2362018,759.6,38.2,6/16/20,64.508,0.013,9.596,14.71976,0.002966,2.189664
"VosburgPike06162
0_29",VP,1245967,2361975,759.5,38.3,6/16/20,-0.784,-0.007,0.927,0,0,0.211432
"VosburgPike06162
0_30",VP,1246039,2361961,758.3,38.5,6/16/20,-0.597,-0.017,1.134,0,0,0.25807
"VosburgPike06162
0_31",VP,1246016,2362056,758.1,38.7,6/16/20,0,-0.011,0.508,0,0,0.115504
"VosburgPike06162
0_32",VP,1245979,2362111,758.9,38.9,6/16/20,-1.153,-0.014,0.194,0,0,0.044128
"VosburgPike06162
0_33",VP,1245974,2362147,759.2,39.1,6/16/20,-0.174,-0.006,0.14,0,0,0.031837
"VosburgPike06162
0_34",VP,1245969,2362226,759.2,39.2,6/16/20,-0.785,-0.014,0.123,0,0,0.027962
"VosburgPike06162
0_35",VP,1245930,2362233,760.1,39.3,6/16/20,-0.488,-0.007,1.277,0,0,0.290558
"VosburgPike06162
0_36",VP,1245846,2362256,760.5,39.3,6/16/20,-1.443,-0.013,0.545,0,0,0.12407
"VosburgPike06162
0_37",VP,1245832,2362316,760.3,39.3,6/16/20,0,-0.007,0.606,0,0,0.13792
"VosburgPike06162
0_38",VP,1245818,2362354,760.1,39.3,6/16/20,0,-0.01,0.691,0,0,0.157224
"VosburgPike06162
0_39",VP,1245785,2362374,760.4,39.2,6/16/20,0,-0.004,0.626,0,0,0.142536
"VosburgPike06162
0_40",VP,1245740,2362349,760.8,39.2,6/16/20,0,-0.005,0.812,0,0,0.184985
"VosburgPike06162
0_41",VP,1245765,2362315,760.8,39.2,6/16/20,0,-0.016,1.125,0,0,0.256291
"VosburgPike06162
0_42",VP,1245779,2362282,760.5,39.2,6/16/20,0,-0.009,0.753,0,0,0.171476
"VosburgPike06162
0_44",VP,1245742,2362265,761.4,39.2,6/16/20,0,-0.009,1.557,0,0,0.354986
"VosburgPike06162
0_45",VP,1245721,2362288,761.4,39.2,6/16/20,0,-0.017,0.247,0,0,0.056314
"VosburgPike06162
0_46",VP,1245695,2362305,764.5,39.3,6/16/20,0,-0.005,0.477,0,0,0.109161
"VosburgPike06162
0_47",VP,1245702,2362342,761,39.3,6/16/20,0,-0.008,1.225,0,0,0.279056
"VosburgPike06162
0_48",VP,1245656,2362340,761,39.2,6/16/20,0,-0.011,1.171,0,0,0.26684
"VosburgPike06162
0_49",VP,1245599,2362360,761.4,39.2,6/16/20,0,-0.02,1.197,0,0,0.272908
"VosburgPike06162
0_50",VP,1245626,2362322,761.6,39.1,6/16/20,0,-0.007,2.719,0,0,0.620276
"VosburgPike06162
0_51",VP,1245596,2362289,761.6,39,6/16/20,0,-0.011,0.045,0,0,0.010269
"VosburgPike06162
0_52",VP,1245606,2362230,762.2,38.9,6/16/20,0,-0.003,-0.015,0,0,0
"VosburgPike06162
0_53",VP,1245650,2362244,761.6,38.9,6/16/20,0,-0.01,1.087,0,0,0.248132
"VosburgPike06162
0_54",VP,1245637,2362220,761.5,38.8,6/16/20,0,-0.012,1.925,0,0,0.439508
"VosburgPike06162
0_55",VP,1245672,2362209,761.1,38.7,6/16/20,0,-0.008,0.603,0,0,0.137646
"VosburgPike06162
0_56",VP,1245719,2362203,760.7,38.7,6/16/20,0,-0.009,0.213,0,0,0.048596
"VosburgPike06162
0_57",VP,1245753,2362193,760.5,38.7,6/16/20,0,-0.011,0.366,0,0,0.083481
"VosburgPike06162
0_58",VP,1245780,2362178,760.5,38.8,6/16/20,0,-0.013,0.673,0,0,0.153455
"VosburgPike06162
0_59",VP,1245821,2362160,760,38.9,6/16/20,-2.362,-0.008,0.276,0,0,0.062871
"VosburgPike06162
0_60",VP,1245838,2362171,760,39,6/16/20,1452.896,0.011,6.591,330.8536,0.002505,1.500903
"VosburgPike06162
0_61",VP,1245872,2362158,759.7,39.1,6/16/20,-8.033,-0.006,1.22,0,0,0.27762
"VosburgPike06162
0_62",VP,1245865,2362129,759.6,39.2,6/16/20,-0.696,-0.012,0.148,0,0,0.033663
"VosburgPike06162
0_63",VP,1245831,2362102,759.9,39.4,6/16/20,346.14,-0.001,4.273,78.7118,0,0.971675
"VosburgPike06162
0_64",VP,1245810,2362101,760,39.5,6/16/20,14.735,0.014,7.189,3.35009,0.003183,1.634462
"VosburgPike06162
0_65",VP,1245781,2362084,759.7,39.6,6/16/20,1716.992,0.013,11.077,390.0894,0.002954,2.516622
"VosburgPike06162
0_66",VP,1245680,2362127,763.1,40,6/16/20,2520.305,0.012,10.965,574.4249,0.002735,2.49913
"VosburgPike06162
0_67",VP,1245633,2362093,760.3,40.2,6/16/20,69.128,0.011,26.646,15.68774,0.002496,6.046978
"VosburgPike06162
0_68",VP,1245617,2362088,759.9,40.4,6/16/20,1074.883,0.003,10.493,243.6475,0.00068,2.378485
"VosburgPike06162
0_69",VP,1245611,2362104,759.9,40.6,6/16/20,29.795,0,3.583,6.749432,0,0.811653
"VosburgPike06162
0_70",VP,1245563,2362120,759.9,40.8,6/16/20,2.546,0.003,0.746,0.576375,0.000679,0.168883
"VosburgPike06162
0_71",VP,1245525,2362116,760,41,6/16/20,2.489,0.009,4.668,0.563187,0.002036,1.05623
"VosburgPike06162
0_72",VP,1245641,2362163,760.4,41.4,6/16/20,-2.531,-0.02,0.186,0,0,0.042055
"VosburgPike06162
0_73",VP,1245656,2362142,760.8,41.6,6/16/20,133251.2,0.028,286.76,30124.99,0.00633,64.82977
"VosburgPike06162
0_74",VP,1245668,2362144,760.7,41.8,6/16/20,13.882,0.001,3.374,3.135992,0.000226,0.762198
"VosburgPike06162
0_75",VP,1245707,2362171,760.7,42,6/16/20,-0.85,-0.019,0.713,0,0,0.160967
"VosburgPike06162
0_76",VP,1245771,2362134,760.4,42.2,6/16/20,83450.19,0.037,80.678,18820.35,0.008345,18.19515
"VosburgPike06162
0_77",VP,1245782,2362149,760.4,42.3,6/16/20,25.236,0.027,2.431,5.689619,0.006087,0.548085
"VosburgPike06162
0_78",VP,1245553,2362205,760,42.6,6/16/20,-2.766,-0.023,0.265,0,0,0.059658
"VosburgPike06162
0_79",VP,1245548,2362219,761.4,42.8,6/16/20,-0.937,-0.013,0.06,0,0,0.013524
"VosburgPike06162
0_80",VP,1245497,2362253,764.8,43,6/16/20,22.935,0.02,3.795,5.189249,0.004525,0.858653
"VosburgPike06162
0_81",VP,1245489,2362293,764.8,43.1,6/16/20,-0.734,-0.01,3.463,0,0,0.783287
"VosburgPike06162
0_82",VP,1245379,2362224,761.6,43.2,6/16/20,-1.841,-0.027,0.482,0,0,0.108532
"VosburgPike06162
0_83",VP,1245398,2362199,761.6,43.3,6/16/20,-12.084,-0.003,0.709,0,0,0.159595
"VosburgPike06162
0_84",VP,1245434,2362187,761.4,43.4,6/16/20,-0.736,-0.012,13.013,0,0,2.927515
"VosburgPike06102
0_48",VP,1240919,2340960,754.5,41.8,6/10/20,-4.104,0.021,1.712,0,0.004705,0.383595
"VosburgPike06102
0_49",VP,1240920,2340985,765.5,42.3,6/10/20,-1.582,-0.027,-5.686,0,0,0
"VosburgPike06102
0_50",VP,1240861,2340953,766.1,42.5,6/10/20,-1.572,-0.01,0.131,0,0,0.029737
"VosburgPike06102
0_51",VP,1240860,2341003,766.1,42.7,6/10/20,8.955,0.038,4.101,2.031521,0.008621,0.930348
"VosburgPike06102
0_52",VP,1240853,2341018,766.1,42.8,6/10/20,-0.165,0.018,1.439,0,0.004082,0.326347
"VosburgPike06102
0_53",VP,1240879,2341040,766.6,42.9,6/10/20,838.219,0.001,29.767,190.1611,0.000227,6.753038
"VosburgPike06102
0_54",VP,1240912,2341033,766.5,43,6/10/20,-3.911,-0.012,0.385,0,0,0.087303
"VosburgPike06102
0_55",VP,1240858,2341058,766.5,43.1,6/10/20,21.543,0.072,18.633,4.883586,0.016322,4.223918
"VosburgPike06102
0_56",VP,1240914,2341094,767,43.1,6/10/20,-5.277,0.003,0.483,0,0.000681,0.109563
"VosburgPike06102
0_57",VP,1240906,2341117,767.4,43.2,6/10/20,-2.721,-0.008,1.064,0,0,0.241405
"VosburgPike06102
0_58",VP,1240884,2341108,767.8,43.2,6/10/20,-5.316,-0.007,0.001,0,0,0.000227
"VosburgPike06102
0_59",VP,1240872,2341090,767.7,43.3,6/10/20,130.11,0.054,26.442,29.52217,0.012253,5.999732
"VosburgPike06102
0_60",VP,1240872,2341129,767.7,43.3,6/10/20,-0.46,0.011,0.139,0,0.002496,0.031539
"VosburgPike06102
0_61",VP,1240830,2341115,768.1,43.4,6/10/20,-4.453,-0.004,1.777,0,0,0.403287
"VosburgPike06102
0_62",VP,1240809,2341101,768,43.5,6/10/20,-2.11,0.004,1.439,0,0.000907,0.326433
"VosburgPike06102
0_63",VP,1240821,2341045,767.7,43.5,6/10/20,-2.198,-0.005,2.471,0,0,0.56032
"VosburgPike06102
0_64",VP,1240806,2340994,767,43.6,6/10/20,-0.268,0.004,1.208,0,0.000906,0.273588
"VosburgPike06102
0_65",VP,1240796,2340961,767,43.7,6/10/20,-2.134,0,0.326,0,0,0.073809
"FloridaRiver060320
_45",FR,1237319,2335244,788.6,44.3,6/3/20,-2.983,0.006,0.004,0,0.001394,0.000929
"FloridaRiver060320
_46",FR,1237315,2335167,778.6,44.6,6/3/20,-3.404,-0.004,0.288,0,0,0.066004
"FloridaRiver060320
_47",FR,1237335,2335121,778.2,44.9,6/3/20,-4.759,0.003,0.253,0,0.000687,0.057899
"FloridaRiver060320
_48",FR,1237347,2335083,778.1,45.1,6/3/20,-7.653,0,0.457,0,0,0.104504
"FloridaRiver060320
_49",FR,1237382,2335075,777.5,45.4,6/3/20,-2.494,-0.004,0.182,0,0,0.041548
"FloridaRiver060320
_50",FR,1237415,2335070,777.3,45.6,6/3/20,-2.078,-0.002,0.392,0,0,0.089408
"FloridaRiver060320
_51",FR,1237416,2335119,776.9,45.8,6/3/20,-4.346,0,0.278,0,0,0.063334
"FloridaRiver060320
_52",FR,1237444,2335125,776.9,45.9,6/3/20,-8.763,0,0.902,0,0,0.20543
"FloridaRiver060320
_53",FR,1237524,2335126,776.6,46,6/3/20,-4.638,-0.005,0.574,0,0,0.130637
"FloridaRiver060320
_54",FR,1237504,2335179,775.9,46.1,6/3/20,-4.29,0.001,0.14,0,0.000227,0.031824
"FloridaRiver060320
_55",FR,1237503,2335248,776.1,46.1,6/3/20,-2.932,0.011,0.262,0,0.002501,0.059572
"FloridaRiver060320
_56",FR,1237478,2335296,776.3,46,6/3/20,-1.053,0.014,0.352,0,0.003185,0.080081
"FloridaRiver060320
_57",FR,1237442,2335307,776.9,46,6/3/20,-4.49,0.015,2.158,0,0.003415,0.491329
"FloridaRiver060320
_58",FR,1237435,2335265,777.4,45.9,6/3/20,-7.52,0.003,1.676,0,0.000684,0.381954
"FloridaRiver060320
_59",FR,1237416,2335227,777.4,45.9,6/3/20,8.355,0.017,9.117,1.904072,0.003874,2.077729
"FloridaRiver060320
_60",FR,1237417,2335187,777,45.9,6/3/20,-2.667,0.066,1.7,0,0.015033,0.387224
"FloridaRiver060320
_61",FR,1237385,2335194,777.4,45.9,6/3/20,-7.101,-0.004,0.309,0,0,0.07042
"FloridaRiver060320
_62",FR,1237364,2335235,777.7,45.9,6/3/20,-4.213,0.007,0.262,0,0.001596,0.059732
"FloridaRiver060320
_63",FR,1237358,2335259,777.7,45.9,6/3/20,-3.053,0.002,0.236,0,0.000456,0.053804
"FloridaRiver060320
_64",FR,1237381,2335298,777.8,45.8,6/3/20,-2.241,-0.007,0.137,0,0,0.031248
SFTC060420_01,SFTC,1243373,2373788,777.9,26.2,6/4/20,-0.528,-0.013,0.035,0,0,0.008507
SFTC060420_02,SFTC,1243366,2373677,777.9,27.1,6/4/20,1.305,0.013,0.899,0.316229,0.00315,0.217847
SFTC060420_03,SFTC,1243382,2373579,777.9,28.1,6/4/20,-0.14,-0.001,-0.029,0,0,0
SFTC060420_04,SFTC,1243414,2373561,777.9,28.9,6/4/20,-0.529,-0.004,0.512,0,0,0.123329
SFTC060420_05,SFTC,1243446,2373400,777.9,29.7,6/4/20,-1.036,-0.01,1.148,0,0,0.275797
SFTC060420_06,SFTC,1243421,2373412,777.8,30.5,6/4/20,-0.489,-0.018,0.462,0,0,0.110685
SFTC060420_07,SFTC,1243435,2373184,777.8,31.7,6/4/20,-0.781,-0.015,2.884,0,0,0.688221
SFTC060420_08,SFTC,1243417,2372792,777.4,33,6/4/20,-0.92,-0.003,-0.252,0,0,0
SFTC060420_09,SFTC,1243453,2372555,776.9,33.9,6/4/20,-0.761,-0.016,0.718,0,0,0.169915
SFTC060420_10,SFTC,1243432,2372568,776.9,34.6,6/4/20,0,-0.013,-0.004,0,0,0
SFTC060420_11,SFTC,1243476,2372334,776.7,35.6,6/4/20,-1.26,-0.013,0.662,0,0,0.15576
SFTC060420_12,SFTC,1243444,2372322,776.7,36.3,6/4/20,-0.205,-0.009,2.992,0,0,0.702385
SFTC060420_13,SFTC,1243451,2371990,777,37.6,6/4/20,-0.336,-0.004,-0.088,0,0,0
SFTC060420_14,SFTC,1243527,2371785,776.7,38.4,6/4/20,-0.894,-0.011,0.696,0,0,0.162288
SFTC060420_15,SFTC,1243502,2371672,776.5,39,6/4/20,-1.997,-0.031,1.081,0,0,0.25151
SFTC060420_16,SFTC,1243501,2371587,776.3,39.6,6/4/20,-1.594,-0.015,3.059,0,0,0.710171
SFTC060420_17,SFTC,1243557,2371355,776.2,40.3,6/4/20,-2.018,-0.008,0.082,0,0,0.018992
SFTC060420_18,SFTC,1243579,2371197,776,40.9,6/4/20,-3.101,-0.03,2.139,0,0,0.494339
SFTC060420_19,SFTC,1243553,2371138,775.9,41.5,6/4/20,-0.774,-0.006,0.071,0,0,0.016375
SFTC060420_20,SFTC,1243582,2371138,775.9,41.9,6/4/20,-0.003,-0.006,1.035,0,0,0.238406
SFTC060420_21,SFTC,1243584,2371094,775.9,42.4,6/4/20,-2.648,-0.024,0.251,0,0,0.057725
SFTC060420_22,SFTC,1243591,2370963,775.6,42.9,6/4/20,-1.304,-0.013,1.373,0,0,0.31514
SFTC060420_23,SFTC,1243559,2370961,775.6,43.4,6/4/20,15.88,0.032,17.066,3.639126,0.007333,3.910915
SFTC060420_24,SFTC,1243565,2370781,775.5,44,6/4/20,-1.899,-0.021,0.105,0,0,0.024014
SFTC060420_25,SFTC,1243596,2370751,775.5,44.4,6/4/20,-1.609,-0.01,2.453,0,0,0.560297
SFTC060420_26,SFTC,1243592,2370601,775.5,44.7,6/4/20,-1.311,-0.048,0.016,0,0,0.003651
SFTC060420_27,SFTC,1243566,2370599,775.5,45.1,6/4/20,0,-0.015,0.037,0,0,0.008433
SFTC060420_28,SFTC,1243465,2370815,775.4,45.6,6/4/20,25.741,0.039,10.627,5.856688,0.008873,2.417895
SFTC060420_29,SFTC,1243446,2370750,776.3,45.9,6/4/20,-1.868,-0.055,3.778,0,0,0.859773
SFTC060420_30,SFTC,1243352,2370754,776.5,46.1,6/4/20,-1.287,-0.022,0.756,0,0,0.171982
SFTC060420_31,SFTC,1243232,2370731,776.3,46.3,6/4/20,-1.65,-0.036,1.433,0,0,0.325705
SFTC060420_32,SFTC,1243379,2370952,776.5,46.6,6/4/20,-3.337,-0.04,1.488,0,0,0.337975
SFTC060420_33,SFTC,1243207,2370925,776.5,46.7,6/4/20,-0.994,-0.068,1.331,0,0,0.302221
SFTC060420_34,SFTC,1243071,2371014,776.3,46.7,6/4/20,-1.21,-0.057,0.544,0,0,0.12349
SFTC060420_35,SFTC,1242970,2371202,775.9,46.7,6/4/20,-1.368,-0.036,0.586,0,0,0.132956
SFTC060420_36,SFTC,1243164,2371252,775.8,46.5,6/4/20,-2.741,-0.062,0.904,0,0,0.205208
SFTC060420_37,SFTC,1243362,2371246,776.6,46.5,6/4/20,0,-0.008,1.059,0,0,0.240641
SFTC060420_38,SFTC,1243325,2371423,776.5,46.4,6/4/20,0,-0.053,1.119,0,0,0.254322
SFTC060420_39,SFTC,1243375,2371559,776.3,46.3,6/4/20,0,-0.044,0.922,0,0,0.20956
SFTC060420_40,SFTC,1243227,2371378,776.3,46.1,6/4/20,0,-0.033,0.182,0,0,0.041392
SFTC060420_41,SFTC,1243220,2371483,776.6,46.1,6/4/20,-0.254,-0.029,5.422,0,0,1.233608
SFTC060420_42,SFTC,1243132,2371505,776.8,46.1,6/4/20,4.219,0.008,8.105,0.96015,0.001821,1.844516
SFTC060420_43,SFTC,1243135,2371567,776.8,46.1,6/4/20,-0.005,-0.047,1.565,0,0,0.356159
SFTC060420_44,SFTC,1243008,2371440,776.6,46.1,6/4/20,0,-0.017,0.3,0,0,0.068256
SFTC060420_45,SFTC,1242947,2371583,776.6,46.2,6/4/20,0,-0.032,1.085,0,0,0.246781
SFTC060420_46,SFTC,1243208,2371752,776.6,46.1,6/4/20,0,-0.042,3.561,0,0,0.810195
SFTC060420_47,SFTC,1243259,2371778,776.6,46.2,6/4/20,0,-0.011,0.422,0,0,0.095983
SFTC060420_48,SFTC,1242984,2371753,776.5,46.1,6/4/20,0,-0.04,1.008,0,0,0.22931
SFTC060420_49,SFTC,1243232,2371981,776.6,46.1,6/4/20,0,-0.06,0.997,0,0,0.226836
SFTC060420_50,SFTC,1242914,2371968,776.8,46.1,6/4/20,0,-0.022,0.47,0,0,0.106961
SFTC060420_51,SFTC,1242805,2371998,776.8,46.1,6/4/20,0,-0.027,0.218,0,0,0.049612
SFTC060420_52,SFTC,1242806,2372157,776.8,46,6/4/20,0,-0.024,0.276,0,0,0.062831
SFTC060420_53,SFTC,1242831,2372319,776.3,46,6/4/20,0,-0.02,0.156,0,0,0.03549
SFTC060420_54,SFTC,1242795,2372533,775.9,45.9,6/4/20,0,-0.065,0.578,0,0,0.13147
SFTC060420_55,SFTC,1242787,2372738,775.7,45.8,6/4/20,0,-0.04,0.047,0,0,0.010691
SFTC060420_56,SFTC,1242890,2372768,775.9,45.7,6/4/20,0,-0.007,0.283,0,0,0.064411
SFTC060420_57,SFTC,1242914,2372568,777,45.5,6/4/20,0,-0.029,0.706,0,0,0.161014
SFTC060420_58,SFTC,1242949,2372536,777,45.5,6/4/20,852.825,0.025,7.7,194.4993,0.005702,1.756099
SFTC060420_59,SFTC,1242953,2372506,777,45.4,6/4/20,0,-0.018,4.832,0,0,1.102355
SFTC060420_60,SFTC,1242962,2372493,776.9,45.4,6/4/20,620.556,0.035,4.971,141.5532,0.007984,1.13392
SFTC060420_61,SFTC,1243000,2372376,776.6,45.4,6/4/20,0,-0.05,0.484,0,0,0.110361
SFTC060420_62,SFTC,1242991,2372339,776.8,45.4,6/4/20,0,-0.012,0.063,0,0,0.014369
SFTC060420_63,SFTC,1243003,2372159,776.6,45.5,6/4/20,0,-0.057,0.842,0,0,0.191932
SFTC060420_64,SFTC,1243259,2372201,776.6,45.5,6/4/20,0,-0.041,2.575,0,0,0.586964
SFTC060420_65,SFTC,1243346,2372195,776.5,45.5,6/4/20,0,-0.026,1.151,0,0,0.262334
SFTC060420_66,SFTC,1243374,2372177,776.5,45.5,6/4/20,0,-0.03,2.119,0,0,0.482958
SFTC060420_67,SFTC,1243395,2372241,776.5,45.5,6/4/20,0,-0.02,1.15,0,0,0.262106
SFTC060420_68,SFTC,1243375,2372287,776.5,45.5,6/4/20,0,-0.011,0.796,0,0,0.181423
SFTC060420_69,SFTC,1243361,2372405,776.1,45.5,6/4/20,0,-0.036,1.196,0,0,0.27245
SFTC060420_70,SFTC,1243395,2372576,775.9,45.4,6/4/20,0,-0.021,0.372,0,0,0.084747
SFTC060420_71,SFTC,1243181,2372377,776.1,45.4,6/4/20,0,-0.008,0.311,0,0,0.070868
